#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,flight_id,status
,1472,1472,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T23:48:20Z,27,fueling,operation_data,IB9764,delayed
,1473,1473,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T05:33:20Z,19,baggage,operation_data,IB9764,on-time
,1474,1474,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T21:46:20Z,48,catering,operation_data,IB9764,on-time
,1475,1475,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T19:31:20Z,14,boarding,operation_data,IB9764,on-time
,1476,1476,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T18:44:20Z,16,disembark,operation_data,IB5601,delayed
,1477,1477,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T15:29:20Z,28,cleaning,operation_data,IB5601,on-time
,1478,1478,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T22:24:20Z,40,fueling,operation_data,IB5601,on-time
,1479,1479,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T06:15:20Z,37,baggage,operation_data,IB5601,delayed
,1480,1480,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T07:38:20Z,42,catering,operation_data,IB5601,on-time
,1481,1481,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T16:24:20Z,27,boarding,operation_data,IB5601,on-time
,1482,1482,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T15:40:20Z,18,disembark,operation_data,IB2206,on-time
,1483,1483,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T07:52:20Z,28,cleaning,operation_data,IB2206,on-time
,1484,1484,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T00:42:20Z,24,fueling,operation_data,IB2206,on-time
,1485,1485,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T00:30:20Z,33,baggage,operation_data,IB2206,on-time
,1486,1486,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T17:51:20Z,17,catering,operation_data,IB2206,on-time
,1487,1487,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T22:24:20Z,38,boarding,operation_data,IB2206,on-time
,1488,1488,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T06:21:20Z,17,disembark,operation_data,IB3888,on-time
,1489,1489,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T10:06:20Z,8,cleaning,operation_data,IB3888,on-time
,1490,1490,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T02:21:20Z,50,fueling,operation_data,IB3888,on-time
,1491,1491,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T11:54:20Z,36,baggage,operation_data,IB3888,on-time
,1492,1492,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T01:57:20Z,11,catering,operation_data,IB3888,on-time
,1493,1493,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T04:28:20Z,13,boarding,operation_data,IB3888,on-time
,1494,1494,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T11:07:20Z,26,disembark,operation_data,IB5321,delayed
,1495,1495,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T15:57:20Z,5,cleaning,operation_data,IB5321,on-time
,1496,1496,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T19:42:20Z,6,fueling,operation_data,IB5321,on-time
,1497,1497,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-21T08:36:20Z,30,baggage,operation_data,IB5321,on-time
,1498,1498,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T14:42:20Z,46,catering,operation_data,IB5321,on-time
,1499,1499,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T20:21:20Z,18,boarding,operation_data,IB5321,on-time
,1500,1500,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:08:20Z,10,disembark,operation_data,IB7164,on-time
,1501,1501,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:25:20Z,48,cleaning,operation_data,IB7164,on-time
,1502,1502,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T13:55:20Z,50,fueling,operation_data,IB7164,on-time
,1503,1503,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:05:20Z,17,baggage,operation_data,IB7164,delayed
,1504,1504,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T00:29:20Z,42,catering,operation_data,IB7164,on-time
,1505,1505,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:54:20Z,32,boarding,operation_data,IB7164,on-time
,1506,1506,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T08:47:20Z,19,disembark,operation_data,IB5179,on-time
,1507,1507,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:06:20Z,45,cleaning,operation_data,IB5179,on-time
,1508,1508,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:09:20Z,12,fueling,operation_data,IB5179,on-time
,1509,1509,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:14:20Z,7,baggage,operation_data,IB5179,delayed
,1510,1510,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:23:20Z,50,catering,operation_data,IB5179,on-time
,1511,1511,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T05:49:20Z,18,boarding,operation_data,IB5179,on-time
,1512,1512,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:47:20Z,48,disembark,operation_data,IB6706,on-time
,1513,1513,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:03:20Z,33,cleaning,operation_data,IB6706,on-time
,1514,1514,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:29:20Z,32,fueling,operation_data,IB6706,on-time
,1515,1515,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:52:20Z,30,baggage,operation_data,IB6706,on-time
,1516,1516,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:38:20Z,5,catering,operation_data,IB6706,on-time
,1517,1517,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:11:20Z,36,boarding,operation_data,IB6706,on-time
,1518,1518,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T13:23:20Z,18,disembark,operation_data,IB2388,on-time
,1519,1519,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:48:20Z,18,cleaning,operation_data,IB2388,on-time
,1520,1520,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:06:20Z,49,fueling,operation_data,IB2388,delayed
,1521,1521,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T11:35:20Z,24,baggage,operation_data,IB2388,on-time
,1522,1522,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:01:20Z,7,catering,operation_data,IB2388,on-time
,1523,1523,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:16:20Z,32,boarding,operation_data,IB2388,delayed
,1524,1524,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:35:20Z,7,disembark,operation_data,IB8214,delayed
,1525,1525,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:10:20Z,49,cleaning,operation_data,IB8214,on-time
,1526,1526,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:23:20Z,49,fueling,operation_data,IB8214,on-time
,1527,1527,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T01:41:20Z,10,baggage,operation_data,IB8214,on-time
,1528,1528,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:52:20Z,42,catering,operation_data,IB8214,delayed
,1529,1529,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T14:49:20Z,7,boarding,operation_data,IB8214,on-time
,1530,1530,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:58:20Z,47,disembark,operation_data,IB2781,delayed
,1531,1531,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:19:20Z,37,cleaning,operation_data,IB2781,delayed
,1532,1532,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:50:20Z,24,fueling,operation_data,IB2781,delayed
,1533,1533,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:05:20Z,36,baggage,operation_data,IB2781,on-time
,1534,1534,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:00:20Z,18,catering,operation_data,IB2781,on-time
,1535,1535,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:22:20Z,39,boarding,operation_data,IB2781,on-time
,1536,1536,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:32:20Z,47,disembark,operation_data,IB7211,on-time
,1537,1537,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:00:20Z,6,cleaning,operation_data,IB7211,delayed
,1538,1538,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:15:20Z,36,fueling,operation_data,IB7211,on-time
,1539,1539,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:09:20Z,23,baggage,operation_data,IB7211,on-time
,1540,1540,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:30:20Z,29,catering,operation_data,IB7211,on-time
,1541,1541,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:15:20Z,45,boarding,operation_data,IB7211,on-time
,1542,1542,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:04:20Z,17,disembark,operation_data,IB3203,delayed
,1543,1543,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:43:20Z,45,cleaning,operation_data,IB3203,on-time
,1544,1544,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T11:56:20Z,7,fueling,operation_data,IB3203,on-time
,1545,1545,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T11:03:20Z,35,baggage,operation_data,IB3203,delayed
,1546,1546,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:05:20Z,48,catering,operation_data,IB3203,on-time
,1547,1547,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:38:20Z,33,boarding,operation_data,IB3203,on-time
,1548,1548,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:50:20Z,31,disembark,operation_data,IB2909,on-time
,1549,1549,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:33:20Z,10,cleaning,operation_data,IB2909,on-time
,1550,1550,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:14:20Z,46,fueling,operation_data,IB2909,on-time
,1551,1551,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:05:20Z,6,baggage,operation_data,IB2909,delayed
,1552,1552,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:55:20Z,38,catering,operation_data,IB2909,on-time
,1553,1553,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:12:20Z,16,boarding,operation_data,IB2909,on-time
,1554,1554,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:04:20Z,10,disembark,operation_data,IB1509,on-time
,1555,1555,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:28:20Z,50,cleaning,operation_data,IB1509,on-time
,1556,1556,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:32:20Z,19,fueling,operation_data,IB1509,on-time
,1557,1557,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:37:20Z,25,baggage,operation_data,IB1509,on-time
,1558,1558,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:52:20Z,30,catering,operation_data,IB1509,on-time
,1559,1559,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:10:20Z,46,boarding,operation_data,IB1509,on-time
,1560,1560,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:32:20Z,39,disembark,operation_data,IB7647,delayed
,1561,1561,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:05:20Z,23,cleaning,operation_data,IB7647,on-time
,1562,1562,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:57:20Z,34,fueling,operation_data,IB7647,delayed
,1563,1563,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:08:20Z,39,baggage,operation_data,IB7647,on-time
,1564,1564,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:11:20Z,11,catering,operation_data,IB7647,on-time
,1565,1565,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:20:20Z,18,boarding,operation_data,IB7647,on-time
,1566,1566,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:15:20Z,32,disembark,operation_data,IB6504,on-time
,1567,1567,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:50:20Z,45,cleaning,operation_data,IB6504,on-time
,1568,1568,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:40:20Z,9,fueling,operation_data,IB6504,on-time
,1569,1569,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:57:20Z,31,baggage,operation_data,IB6504,on-time
,1570,1570,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:55:20Z,16,catering,operation_data,IB6504,on-time
,1571,1571,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:59:20Z,50,boarding,operation_data,IB6504,delayed
,1572,1572,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T11:05:20Z,46,disembark,operation_data,IB4091,on-time
,1573,1573,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:51:20Z,39,cleaning,operation_data,IB4091,delayed
,1574,1574,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:03:20Z,45,fueling,operation_data,IB4091,on-time
,1575,1575,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T05:36:20Z,47,baggage,operation_data,IB4091,on-time
,1576,1576,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:54:20Z,19,catering,operation_data,IB4091,on-time
,1577,1577,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T15:42:20Z,22,boarding,operation_data,IB4091,on-time
,1578,1578,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:50:20Z,9,disembark,operation_data,IB2263,on-time
,1579,1579,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T08:21:20Z,43,cleaning,operation_data,IB2263,delayed
,1580,1580,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:36:20Z,8,fueling,operation_data,IB2263,delayed
,1581,1581,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:28:20Z,44,baggage,operation_data,IB2263,on-time
,1582,1582,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T01:14:20Z,35,catering,operation_data,IB2263,on-time
,1583,1583,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T05:56:20Z,42,boarding,operation_data,IB2263,delayed
,1584,1584,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:41:20Z,44,disembark,operation_data,IB1027,delayed
,1585,1585,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:17:20Z,20,cleaning,operation_data,IB1027,on-time
,1586,1586,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:09:20Z,27,fueling,operation_data,IB1027,on-time
,1587,1587,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:17:20Z,37,baggage,operation_data,IB1027,on-time
,1588,1588,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:10:20Z,17,catering,operation_data,IB1027,on-time
,1589,1589,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T00:07:20Z,42,boarding,operation_data,IB1027,on-time
,1590,1590,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:36:20Z,28,disembark,operation_data,IB4501,on-time
,1591,1591,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:02:20Z,38,cleaning,operation_data,IB4501,on-time
,1592,1592,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:51:20Z,34,fueling,operation_data,IB4501,on-time
,1593,1593,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T13:00:20Z,13,baggage,operation_data,IB4501,on-time
,1594,1594,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T15:21:20Z,5,catering,operation_data,IB4501,on-time
,1595,1595,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T13:06:20Z,31,boarding,operation_data,IB4501,on-time
,1596,1596,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:35:20Z,37,disembark,operation_data,IB1196,on-time
,1597,1597,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:16:20Z,35,cleaning,operation_data,IB1196,delayed
,1598,1598,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T20:15:20Z,49,fueling,operation_data,IB1196,on-time
,1599,1599,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T15:53:20Z,25,baggage,operation_data,IB1196,on-time
,1600,1600,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T14:05:20Z,49,catering,operation_data,IB1196,on-time
,1601,1601,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:37:20Z,40,boarding,operation_data,IB1196,on-time
,1602,1602,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:56:20Z,14,disembark,operation_data,IB9331,delayed
,1603,1603,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:50:20Z,35,cleaning,operation_data,IB9331,on-time
,1604,1604,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:01:20Z,28,fueling,operation_data,IB9331,on-time
,1605,1605,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T09:47:20Z,34,baggage,operation_data,IB9331,on-time
,1606,1606,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:19:20Z,43,catering,operation_data,IB9331,delayed
,1607,1607,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T13:00:20Z,45,boarding,operation_data,IB9331,on-time
,1608,1608,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:16:20Z,31,disembark,operation_data,IB1104,delayed
,1609,1609,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:23:20Z,23,cleaning,operation_data,IB1104,delayed
,1610,1610,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T08:38:20Z,15,fueling,operation_data,IB1104,on-time
,1611,1611,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:37:20Z,11,baggage,operation_data,IB1104,on-time
,1612,1612,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:53:20Z,12,catering,operation_data,IB1104,delayed
,1613,1613,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T00:32:20Z,10,boarding,operation_data,IB1104,delayed
,1614,1614,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:32:20Z,24,disembark,operation_data,IB2230,on-time
,1615,1615,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:17:20Z,15,cleaning,operation_data,IB2230,on-time
,1616,1616,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:48:20Z,38,fueling,operation_data,IB2230,delayed
,1617,1617,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T01:23:20Z,13,baggage,operation_data,IB2230,on-time
,1618,1618,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:29:20Z,5,catering,operation_data,IB2230,on-time
,1619,1619,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:33:20Z,43,boarding,operation_data,IB2230,on-time
,1620,1620,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:48:20Z,14,disembark,operation_data,IB2937,on-time
,1621,1621,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:26:20Z,11,cleaning,operation_data,IB2937,on-time
,1622,1622,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:03:20Z,32,fueling,operation_data,IB2937,on-time
,1623,1623,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:54:20Z,40,baggage,operation_data,IB2937,delayed
,1624,1624,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:37:20Z,28,catering,operation_data,IB2937,on-time
,1625,1625,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:09:20Z,29,boarding,operation_data,IB2937,delayed
,1626,1626,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:59:20Z,8,disembark,operation_data,IB5701,on-time
,1627,1627,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:28:20Z,14,cleaning,operation_data,IB5701,on-time
,1628,1628,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:33:20Z,39,fueling,operation_data,IB5701,on-time
,1629,1629,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T07:54:20Z,24,baggage,operation_data,IB5701,on-time
,1630,1630,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:28:20Z,28,catering,operation_data,IB5701,on-time
,1631,1631,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:17:20Z,48,boarding,operation_data,IB5701,on-time
,1632,1632,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:50:20Z,28,disembark,operation_data,IB2972,on-time
,1633,1633,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:24:20Z,34,cleaning,operation_data,IB2972,delayed
,1634,1634,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T03:22:20Z,23,fueling,operation_data,IB2972,delayed
,1635,1635,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T12:23:20Z,49,baggage,operation_data,IB2972,on-time
,1636,1636,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T06:01:20Z,25,catering,operation_data,IB2972,on-time
,1637,1637,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:13:20Z,47,boarding,operation_data,IB2972,delayed
,1638,1638,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:03:20Z,46,disembark,operation_data,IB7236,on-time
,1639,1639,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:01:20Z,13,cleaning,operation_data,IB7236,on-time
,1640,1640,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T21:04:20Z,38,fueling,operation_data,IB7236,on-time
,1641,1641,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:26:20Z,38,baggage,operation_data,IB7236,delayed
,1642,1642,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T01:43:20Z,39,catering,operation_data,IB7236,on-time
,1643,1643,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:50:20Z,17,boarding,operation_data,IB7236,on-time
,1644,1644,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:30:20Z,26,disembark,operation_data,IB1655,delayed
,1645,1645,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T10:19:20Z,27,cleaning,operation_data,IB1655,on-time
,1646,1646,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T23:30:20Z,42,fueling,operation_data,IB1655,on-time
,1647,1647,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T18:34:20Z,42,baggage,operation_data,IB1655,on-time
,1648,1648,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:25:20Z,35,catering,operation_data,IB1655,on-time
,1649,1649,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T15:31:20Z,9,boarding,operation_data,IB1655,on-time
,1650,1650,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T15:04:20Z,19,disembark,operation_data,IB6813,on-time
,1651,1651,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T04:48:20Z,38,cleaning,operation_data,IB6813,delayed
,1652,1652,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T22:54:20Z,28,fueling,operation_data,IB6813,on-time
,1653,1653,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:48:20Z,29,baggage,operation_data,IB6813,on-time
,1654,1654,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T17:59:20Z,17,catering,operation_data,IB6813,delayed
,1655,1655,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T19:23:20Z,31,boarding,operation_data,IB6813,delayed
,1656,1656,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-19T16:14:20Z,9,disembark,operation_data,IB3293,on-time
,1657,1657,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T01:45:20Z,20,cleaning,operation_data,IB3293,on-time
,1658,1658,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-20T02:13:20Z,26,fueling,operation_data,IB3293,on-time
