#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,1316,1316,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T06:59:35Z,67,cleaning,maintenance_data,AT436,completed
,1317,1317,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:49:35Z,86,safety_check,maintenance_data,AT436,completed
,1318,1318,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:52:35Z,32,software_update,maintenance_data,AT436,completed
,1319,1319,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T03:45:35Z,30,lubrication,maintenance_data,AT436,completed
,1320,1320,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:42:35Z,71,inspection,maintenance_data,AT120,completed
,1321,1321,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:41:35Z,57,repair,maintenance_data,AT120,completed
,1322,1322,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:54:35Z,15,cleaning,maintenance_data,AT120,completed
,1323,1323,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:04:35Z,23,safety_check,maintenance_data,AT120,completed
,1324,1324,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T17:12:35Z,17,software_update,maintenance_data,AT120,pending
,1325,1325,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:46:35Z,70,lubrication,maintenance_data,AT120,pending
,1326,1326,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T21:32:35Z,63,inspection,maintenance_data,AT345,completed
,1327,1327,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:45:35Z,36,repair,maintenance_data,AT345,completed
,1328,1328,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:00:35Z,37,cleaning,maintenance_data,AT345,completed
,1329,1329,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-21T00:13:35Z,86,safety_check,maintenance_data,AT345,completed
,1330,1330,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:34:35Z,17,software_update,maintenance_data,AT345,completed
,1331,1331,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:26:35Z,81,lubrication,maintenance_data,AT345,completed
,1332,1332,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:24:35Z,35,inspection,maintenance_data,AT915,completed
,1333,1333,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:26:35Z,58,repair,maintenance_data,AT915,pending
,1334,1334,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T17:12:35Z,49,cleaning,maintenance_data,AT915,completed
,1335,1335,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T03:13:35Z,84,safety_check,maintenance_data,AT915,completed
,1336,1336,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:21:35Z,54,software_update,maintenance_data,AT915,completed
,1337,1337,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T22:30:35Z,88,lubrication,maintenance_data,AT915,pending
,1338,1338,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T21:34:35Z,25,inspection,maintenance_data,AT847,pending
,1339,1339,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:08:35Z,50,repair,maintenance_data,AT847,completed
,1340,1340,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T09:56:35Z,14,cleaning,maintenance_data,AT847,pending
,1341,1341,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:08:35Z,61,safety_check,maintenance_data,AT847,completed
,1342,1342,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:09:35Z,65,software_update,maintenance_data,AT847,completed
,1343,1343,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:39:35Z,49,lubrication,maintenance_data,AT847,completed
,1344,1344,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:54:35Z,46,inspection,maintenance_data,AT283,pending
,1345,1345,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:11:35Z,63,repair,maintenance_data,AT283,completed
,1346,1346,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:33:35Z,49,cleaning,maintenance_data,AT283,completed
,1347,1347,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:53:35Z,42,safety_check,maintenance_data,AT283,completed
,1348,1348,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:09:35Z,15,software_update,maintenance_data,AT283,completed
,1349,1349,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:37:35Z,87,lubrication,maintenance_data,AT283,completed
,1350,1350,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:20:35Z,40,inspection,maintenance_data,AT525,completed
,1351,1351,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:17:35Z,59,repair,maintenance_data,AT525,completed
,1352,1352,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T09:39:35Z,62,cleaning,maintenance_data,AT525,completed
,1353,1353,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T17:49:35Z,77,safety_check,maintenance_data,AT525,completed
,1354,1354,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T01:13:35Z,55,software_update,maintenance_data,AT525,pending
,1355,1355,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:44:35Z,60,lubrication,maintenance_data,AT525,completed
,1356,1356,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:34:35Z,53,inspection,maintenance_data,AT932,completed
,1357,1357,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:32:35Z,18,repair,maintenance_data,AT932,pending
,1358,1358,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T21:36:35Z,56,cleaning,maintenance_data,AT932,completed
,1359,1359,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:03:35Z,77,safety_check,maintenance_data,AT932,completed
,1360,1360,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T15:04:35Z,59,software_update,maintenance_data,AT932,pending
,1361,1361,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:22:35Z,28,lubrication,maintenance_data,AT932,completed
,1362,1362,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:42:35Z,17,inspection,maintenance_data,AT827,completed
,1363,1363,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:00:35Z,16,repair,maintenance_data,AT827,pending
,1364,1364,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:56:35Z,89,cleaning,maintenance_data,AT827,completed
,1365,1365,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:56:35Z,59,safety_check,maintenance_data,AT827,completed
,1366,1366,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:49:35Z,85,software_update,maintenance_data,AT827,completed
,1367,1367,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:41:35Z,11,lubrication,maintenance_data,AT827,completed
,1368,1368,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:12:35Z,53,inspection,maintenance_data,AT763,completed
,1369,1369,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T23:39:35Z,16,repair,maintenance_data,AT763,completed
,1370,1370,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:12:35Z,49,cleaning,maintenance_data,AT763,completed
,1371,1371,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T05:28:35Z,62,safety_check,maintenance_data,AT763,completed
,1372,1372,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:26:35Z,14,software_update,maintenance_data,AT763,completed
,1373,1373,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T22:39:35Z,56,lubrication,maintenance_data,AT763,pending
,1374,1374,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:32:35Z,76,inspection,maintenance_data,AT506,completed
,1375,1375,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T12:20:35Z,71,repair,maintenance_data,AT506,pending
,1376,1376,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:49:35Z,31,cleaning,maintenance_data,AT506,completed
,1377,1377,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:53:35Z,45,safety_check,maintenance_data,AT506,completed
,1378,1378,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:19:35Z,49,software_update,maintenance_data,AT506,pending
,1379,1379,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:57:35Z,61,lubrication,maintenance_data,AT506,pending
,1380,1380,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:06:35Z,35,inspection,maintenance_data,AT331,pending
,1381,1381,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:06:35Z,66,repair,maintenance_data,AT331,pending
,1382,1382,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:44:35Z,12,cleaning,maintenance_data,AT331,completed
,1383,1383,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:45:35Z,38,safety_check,maintenance_data,AT331,pending
,1384,1384,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T21:35:35Z,71,software_update,maintenance_data,AT331,completed
,1385,1385,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:33:35Z,43,lubrication,maintenance_data,AT331,completed
,1386,1386,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-21T00:41:35Z,34,inspection,maintenance_data,AT737,pending
,1387,1387,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:57:35Z,51,repair,maintenance_data,AT737,completed
,1388,1388,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T19:47:35Z,62,cleaning,maintenance_data,AT737,completed
,1389,1389,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:58:35Z,11,safety_check,maintenance_data,AT737,completed
,1390,1390,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:59:35Z,35,software_update,maintenance_data,AT737,completed
,1391,1391,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T19:53:35Z,58,lubrication,maintenance_data,AT737,completed
,1392,1392,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:37:35Z,10,inspection,maintenance_data,AT868,completed
,1393,1393,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:50:35Z,72,repair,maintenance_data,AT868,completed
,1394,1394,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:55:35Z,46,cleaning,maintenance_data,AT868,pending
,1395,1395,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:28:35Z,79,safety_check,maintenance_data,AT868,pending
,1396,1396,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T20:06:35Z,52,software_update,maintenance_data,AT868,completed
,1397,1397,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:55:35Z,26,lubrication,maintenance_data,AT868,pending
,1398,1398,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T16:27:35Z,88,inspection,maintenance_data,AT708,pending
,1399,1399,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T19:06:35Z,62,repair,maintenance_data,AT708,completed
,1400,1400,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:58:35Z,42,cleaning,maintenance_data,AT708,completed
,1401,1401,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:13:35Z,80,safety_check,maintenance_data,AT708,completed
,1402,1402,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T05:53:35Z,73,software_update,maintenance_data,AT708,completed
,1403,1403,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T06:46:35Z,79,lubrication,maintenance_data,AT708,completed
,1404,1404,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:17:35Z,26,inspection,maintenance_data,AT965,completed
,1405,1405,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T15:55:35Z,59,repair,maintenance_data,AT965,completed
,1406,1406,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:48:35Z,21,cleaning,maintenance_data,AT965,completed
,1407,1407,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:44:35Z,32,safety_check,maintenance_data,AT965,pending
,1408,1408,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:31:35Z,41,software_update,maintenance_data,AT965,pending
,1409,1409,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:32:35Z,34,lubrication,maintenance_data,AT965,completed
,1410,1410,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T16:22:35Z,45,inspection,maintenance_data,AT916,completed
,1411,1411,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:48:35Z,39,repair,maintenance_data,AT916,completed
,1412,1412,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T13:02:35Z,13,cleaning,maintenance_data,AT916,completed
,1413,1413,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:36:35Z,53,safety_check,maintenance_data,AT916,pending
,1414,1414,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:23:35Z,40,software_update,maintenance_data,AT916,completed
,1415,1415,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:59:35Z,77,lubrication,maintenance_data,AT916,completed
,1416,1416,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:56:35Z,37,inspection,maintenance_data,AT257,completed
,1417,1417,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T01:52:35Z,51,repair,maintenance_data,AT257,pending
,1418,1418,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T05:24:35Z,62,cleaning,maintenance_data,AT257,completed
,1419,1419,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:55:35Z,34,safety_check,maintenance_data,AT257,pending
,1420,1420,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:33:35Z,11,software_update,maintenance_data,AT257,completed
,1421,1421,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T14:24:35Z,21,lubrication,maintenance_data,AT257,completed
,1422,1422,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T08:53:35Z,85,inspection,maintenance_data,AT513,completed
,1423,1423,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T21:30:35Z,31,repair,maintenance_data,AT513,completed
,1424,1424,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:17:35Z,44,cleaning,maintenance_data,AT513,completed
,1425,1425,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:41:35Z,72,safety_check,maintenance_data,AT513,completed
,1426,1426,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T19:08:35Z,31,software_update,maintenance_data,AT513,completed
,1427,1427,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T07:47:35Z,15,lubrication,maintenance_data,AT513,completed
,1428,1428,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T12:08:35Z,78,inspection,maintenance_data,AT871,pending
,1429,1429,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:01:35Z,60,repair,maintenance_data,AT871,completed
,1430,1430,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T11:15:35Z,10,cleaning,maintenance_data,AT871,completed
,1431,1431,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T18:29:35Z,14,safety_check,maintenance_data,AT871,pending
,1432,1432,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T01:46:35Z,37,software_update,maintenance_data,AT871,completed
,1433,1433,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T09:11:35Z,77,lubrication,maintenance_data,AT871,pending
,1434,1434,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T17:46:35Z,33,inspection,maintenance_data,AT650,pending
,1435,1435,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T10:48:35Z,80,repair,maintenance_data,AT650,completed
,1436,1436,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T01:54:35Z,79,cleaning,maintenance_data,AT650,completed
,1437,1437,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T02:24:35Z,34,safety_check,maintenance_data,AT650,completed
,1438,1438,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T04:44:35Z,62,software_update,maintenance_data,AT650,pending
,1439,1439,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T06:38:35Z,31,lubrication,maintenance_data,AT650,completed
,1440,1440,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T14:10:35Z,70,inspection,maintenance_data,AT989,completed
,1441,1441,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T03:53:35Z,42,repair,maintenance_data,AT989,completed
,1442,1442,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T00:42:35Z,26,cleaning,maintenance_data,AT989,completed
,1443,1443,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T02:58:35Z,75,safety_check,maintenance_data,AT989,completed
,1444,1444,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T10:15:35Z,63,software_update,maintenance_data,AT989,completed
,1445,1445,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T10:03:35Z,13,lubrication,maintenance_data,AT989,completed
,1446,1446,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T02:16:35Z,79,inspection,maintenance_data,AT102,pending
,1447,1447,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:54:35Z,32,repair,maintenance_data,AT102,completed
,1448,1448,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T12:23:35Z,10,cleaning,maintenance_data,AT102,completed
,1449,1449,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T12:37:35Z,43,safety_check,maintenance_data,AT102,completed
,1450,1450,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T13:34:35Z,74,software_update,maintenance_data,AT102,pending
,1451,1451,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T07:54:35Z,30,lubrication,maintenance_data,AT102,pending
,1452,1452,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:26:35Z,48,inspection,maintenance_data,AT727,completed
,1453,1453,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T20:54:35Z,85,repair,maintenance_data,AT727,completed
,1454,1454,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T11:12:35Z,14,cleaning,maintenance_data,AT727,completed
,1455,1455,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T15:57:35Z,23,safety_check,maintenance_data,AT727,completed
,1456,1456,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T21:46:35Z,69,software_update,maintenance_data,AT727,completed
,1457,1457,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T01:21:35Z,79,lubrication,maintenance_data,AT727,completed
,1458,1458,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T16:10:35Z,15,inspection,maintenance_data,AT221,completed
,1459,1459,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T04:51:35Z,86,repair,maintenance_data,AT221,pending
,1460,1460,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T11:10:35Z,24,cleaning,maintenance_data,AT221,pending
,1461,1461,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T15:18:35Z,66,safety_check,maintenance_data,AT221,pending
,1462,1462,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T03:25:35Z,19,software_update,maintenance_data,AT221,completed
,1463,1463,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T16:11:35Z,53,lubrication,maintenance_data,AT221,completed
,1464,1464,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T08:39:35Z,26,inspection,maintenance_data,AT809,completed
,1465,1465,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T00:52:35Z,80,repair,maintenance_data,AT809,completed
,1466,1466,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T03:46:35Z,67,cleaning,maintenance_data,AT809,completed
,1467,1467,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T17:13:35Z,21,safety_check,maintenance_data,AT809,completed
,1468,1468,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T14:22:35Z,23,software_update,maintenance_data,AT809,completed
,1469,1469,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T03:05:35Z,52,lubrication,maintenance_data,AT809,completed
,1470,1470,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T09:25:35Z,34,inspection,maintenance_data,AT741,completed
,1471,1471,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T08:57:35Z,80,repair,maintenance_data,AT741,completed
,1472,1472,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T17:09:35Z,26,cleaning,maintenance_data,AT741,completed
,1473,1473,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:21:35Z,77,safety_check,maintenance_data,AT741,pending
,1474,1474,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T00:48:35Z,14,software_update,maintenance_data,AT741,completed
,1475,1475,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T04:20:35Z,67,lubrication,maintenance_data,AT741,pending
,1476,1476,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T22:18:35Z,72,inspection,maintenance_data,AT898,completed
,1477,1477,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T18:13:35Z,38,repair,maintenance_data,AT898,completed
,1478,1478,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T15:51:35Z,77,cleaning,maintenance_data,AT898,completed
,1479,1479,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-20T00:35:35Z,57,safety_check,maintenance_data,AT898,pending
,1480,1480,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T07:49:35Z,32,software_update,maintenance_data,AT898,completed
,1481,1481,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T14:01:35Z,60,lubrication,maintenance_data,AT898,completed
,1482,1482,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T09:45:35Z,45,inspection,maintenance_data,AT654,completed
,1483,1483,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:32:35Z,52,repair,maintenance_data,AT654,completed
,1484,1484,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:43:35Z,64,cleaning,maintenance_data,AT654,completed
,1485,1485,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T23:30:35Z,42,safety_check,maintenance_data,AT654,pending
,1486,1486,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T05:54:35Z,18,software_update,maintenance_data,AT654,completed
,1487,1487,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T07:39:35Z,37,lubrication,maintenance_data,AT654,completed
,1488,1488,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T11:48:35Z,18,inspection,maintenance_data,AT651,pending
,1489,1489,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T19:01:35Z,85,repair,maintenance_data,AT651,completed
,1490,1490,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-19T00:57:35Z,72,cleaning,maintenance_data,AT651,pending
